Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      6.12     0.00      110     0.00     0.00  build_rr_xchan
  0.00      6.12     0.00      110     0.00     0.00  build_rr_ychan
  0.00      6.12     0.00       57     0.00     0.00  alloc_ivector_and_copy_int_list
  0.00      6.12     0.00       56     0.00     0.00  find_type_col
  0.00      6.12     0.00       43     0.00     0.00  ezxml_child
  0.00      6.12     0.00       41     0.00     0.00  FindElement
  0.00      6.12     0.00       36     0.00     0.00  comp_width
  0.00      6.12     0.00       33     0.00     0.00  is_global_clock
  0.00      6.12     0.00        7     0.00     0.00  CountChildren
  0.00      6.12     0.00        6     0.00     0.00  CheckGrid
  0.00      6.12     0.00        6     0.00     0.00  ParseFc
  0.00      6.12     0.00        6     0.00     0.00  alloc_and_load_grid
  0.00      6.12     0.00        6     0.00     0.00  insert_in_vptr_list
  0.00      6.12     0.00        5     0.00     0.00  alloc_matrix3
  0.00      6.12     0.00        5     0.00     0.00  freeGrid
  0.00      6.12     0.00        5     0.00     0.00  my_realloc
  0.00      6.12     0.00        4     0.00     0.00  free_chunk_memory
  0.00      6.12     0.00        4     0.00     0.00  free_matrix3
  0.00      6.12     0.00        4     0.00     0.00  get_class_range_for_block
  0.00      6.12     0.00        3     0.00     0.00  ProcessOption
  0.00      6.12     0.00        3     0.00     0.00  Process_Fc
  0.00      6.12     0.00        3     0.00     0.00  ReadBaseToken
  0.00      6.12     0.00        3     0.00     0.00  alloc_and_load_pin_to_track_map
  0.00      6.12     0.00        3     0.00     0.00  alloc_and_load_track_to_pin_lookup
  0.00      6.12     0.00        3     0.00     0.00  free_ivec_vector
  0.00      6.12     0.00        3     0.00     0.00  free_matrix4
  0.00      6.12     0.00        3     0.00     0.00  generic_compute_matrix
  0.00      6.12     0.00        2     0.00     0.00  ProcessCB_SB
  0.00      6.12     0.00        2     0.00     0.00  ProcessChanWidthDistrDir
  0.00      6.12     0.00        2     0.00     0.00  ProcessSubblocks
  0.00      6.12     0.00        2     0.00     0.00  ProcessTypeProps
  0.00      6.12     0.00        2     0.00     0.00  SetupClassInf
  0.00      6.12     0.00        2     0.00     0.00  SetupGridLocations
  0.00      6.12     0.00        2     0.00     0.00  SetupPinClasses
  0.00      6.12     0.00        2     0.00     0.00  SetupPinLocations
  0.00      6.12     0.00        2     0.00     0.00  SetupSubblocksTSeq
  0.00      6.12     0.00        2     0.00     0.00  SetupSubblocksTcomb
  0.00      6.12     0.00        2     0.00     0.00  SetupTypeTiming
  0.00      6.12     0.00        2     0.00     0.00  alloc_and_load_actual_fc
  0.00      6.12     0.00        2     0.00     0.00  alloc_hash_table
  0.00      6.12     0.00        2     0.00     0.00  alloc_matrix4
  0.00      6.12     0.00        2     0.00     0.00  check_all_tracks_reach_pins
  0.00      6.12     0.00        2     0.00     0.00  comp_bb_cost
  0.00      6.12     0.00        2     0.00     0.00  free_hash_table
  0.00      6.12     0.00        2     0.00     0.00  free_rr_graph
  0.00      6.12     0.00        2     0.00     0.00  init_chan
  0.00      6.12     0.00        2     0.00     0.00  load_chan_rr_indices
  0.00      6.12     0.00        2     0.00     0.00  load_rr_indexed_data_T_values
  0.00      6.12     0.00        2     0.00     0.00  load_uniform_switch_pattern
  0.00      6.12     0.00        2     0.00     0.00  my_fopen
  0.00      6.12     0.00        1     0.00     0.00  CheckArch
  0.00      6.12     0.00        1     0.00     0.00  CheckOptions
  0.00      6.12     0.00        1     0.00     0.00  CheckSegments
  0.00      6.12     0.00        1     0.00     0.00  CheckSetup
  0.00      6.12     0.00        1     0.00     0.00  CheckSwitches
  0.00      6.12     0.00        1     0.00     0.00  InitArch
  0.00      6.12     0.00        1     0.00     0.00  IsTimingEnabled
  0.00      6.12     0.00        1     0.00     0.00  PrintTitle
  0.00      6.12     0.00        1     0.00     0.00  ProcessChanWidthDistr
  0.00      6.12     0.00        1     0.00     0.00  ProcessDevice
  0.00      6.12     0.00        1     0.00     0.00  ProcessIO
  0.00      6.12     0.00        1     0.00     0.00  ProcessLayout
  0.00      6.12     0.00        1     0.00     0.00  ProcessSegments
  0.00      6.12     0.00        1     0.00     0.00  ProcessSwitches
  0.00      6.12     0.00        1     0.00     0.00  ProcessTypes
  0.00      6.12     0.00        1     0.00     0.00  ReadInt
  0.00      6.12     0.00        1     0.00     0.00  ReadOptions
  0.00      6.12     0.00        1     0.00     0.00  SetupAnnealSched
  0.00      6.12     0.00        1     0.00     0.00  SetupEmptyType
  0.00      6.12     0.00        1     0.00     0.00  SetupOperation
  0.00      6.12     0.00        1     0.00     0.00  SetupPlacerOpts
  0.00      6.12     0.00        1     0.00     0.00  SetupRouterOpts
  0.00      6.12     0.00        1     0.00     0.00  SetupRoutingArch
  0.00      6.12     0.00        1     0.00     0.00  SetupSwitches
  0.00      6.12     0.00        1     0.00     0.00  SetupTiming
  0.00      6.12     0.00        1     0.00     0.01  SetupVPR
  0.00      6.12     0.00        1     0.00     0.00  ShowAnnealSched
  0.00      6.12     0.00        1     0.00     0.00  ShowOperation
  0.00      6.12     0.00        1     0.00     0.00  ShowPlacerOpts
  0.00      6.12     0.00        1     0.00     0.00  ShowRoutingArch
  0.00      6.12     0.00        1     0.00     0.00  ShowSetup
  0.00      6.12     0.00        1     0.00     0.00  XmlReadArch
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_assign_internal_structures
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_clb_opins_used_locally
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_fanout_counts
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_for_fast_cost_update
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_perturb_ipins
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_pin_mappings
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_placement_structs
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_rr_clb_source
  0.00      6.12     0.00        1     0.00     0.98  alloc_and_load_rr_graph
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_rr_indexed_data
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_rr_node_indices
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_rr_node_route_structs
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_seg_details
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_timing_graph
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_timing_graph_levels
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_tnode_fanin_and_check_edges
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_tnodes_and_net_mapping
  0.00      6.12     0.00        1     0.00     0.00  alloc_and_load_unique_pin_list
  0.00      6.12     0.00        1     0.00     0.00  alloc_block
  0.00      6.12     0.00        1     0.00     0.00  alloc_crit
  0.00      6.12     0.00        1     0.00     0.00  alloc_delta_arrays
  0.00      6.12     0.00        1     0.00     1.06  alloc_lookups_and_criticalities
  0.00      6.12     0.00        1     0.00     0.00  alloc_net
  0.00      6.12     0.00        1     0.00     0.00  alloc_net_delay
  0.00      6.12     0.00        1     0.00     0.00  alloc_net_rr_terminals
  0.00      6.12     0.00        1     0.00     0.00  alloc_net_slack
  0.00      6.12     0.00        1     0.00     0.00  alloc_route_structs
  0.00      6.12     0.00        1     0.00     0.00  alloc_route_tree_timing_structs
  0.00      6.12     0.00        1     0.00     1.01  alloc_routing_structs
  0.00      6.12     0.00        1     0.00     0.00  alloc_sblock_pattern_lookup
  0.00      6.12     0.00        1     0.00     0.00  alloc_timing_driven_route_structs
  0.00      6.12     0.00        1     0.00     1.01  build_rr_graph
  0.00      6.12     0.00        1     0.00     0.00  check_for_duplicate_block_names
  0.00      6.12     0.00        1     0.00     0.00  check_for_multiple_sink_connections
  0.00      6.12     0.00        1     0.00     0.00  check_netlist
  0.00      6.12     0.00        1     0.00     0.00  check_place
  0.00      6.12     0.00        1     0.00     0.00  check_rr_graph
  0.00      6.12     0.00        1     0.00     0.00  check_timing_graph
  0.00      6.12     0.00        1     0.00     1.06  compute_delay_lookup_tables
  0.00      6.12     0.00        1     0.00     0.05  compute_delta_arrays
  0.00      6.12     0.00        1     0.00     0.01  compute_delta_fb_to_fb
  0.00      6.12     0.00        1     0.00     0.01  compute_delta_fb_to_io
  0.00      6.12     0.00        1     0.00     0.01  compute_delta_io_to_fb
  0.00      6.12     0.00        1     0.00     0.01  compute_delta_io_to_io
  0.00      6.12     0.00        1     0.00     0.00  compute_net_pin_index_values
  0.00      6.12     0.00        1     0.00     0.00  count_connections
  0.00      6.12     0.00        1     0.00     0.00  ezxml_new
  0.00      6.12     0.00        1     0.00     0.00  ezxml_parse_fd
  0.00      6.12     0.00        1     0.00     0.00  ezxml_parse_file
  0.00      6.12     0.00        1     0.00     0.00  ezxml_parse_str
  0.00      6.12     0.00        1     0.00     0.00  ezxml_str2utf8
  0.00      6.12     0.00        1     0.00     0.00  freeArch
  0.00      6.12     0.00        1     0.00     0.00  free_and_reset_internal_structures
  0.00      6.12     0.00        1     0.00     0.00  free_crit
  0.00      6.12     0.00        1     0.00     0.00  free_fanout_counts
  0.00      6.12     0.00        1     0.00     0.00  free_fast_cost_update_structs
  0.00      6.12     0.00        1     0.00     0.00  free_int_list
  0.00      6.12     0.00        1     0.00     0.00  free_lookups_and_criticalities
  0.00      6.12     0.00        1     0.00     0.00  free_net_delay
  0.00      6.12     0.00        1     0.00     0.00  free_pin_mappings
  0.00      6.12     0.00        1     0.00     0.00  free_placement_structs
  0.00      6.12     0.00        1     0.00     0.00  free_route_structs
  0.00      6.12     0.00        1     0.00     0.00  free_route_tree_timing_structs
  0.00      6.12     0.00        1     0.00     0.00  free_routing_structs
  0.00      6.12     0.00        1     0.00     0.00  free_rr_node_indices
  0.00      6.12     0.00        1     0.00     0.00  free_rr_node_route_structs
  0.00      6.12     0.00        1     0.00     0.00  free_sblock_pattern_lookup
  0.00      6.12     0.00        1     0.00     0.00  free_seg_details
  0.00      6.12     0.00        1     0.00     0.00  free_timing_driven_route_structs
  0.00      6.12     0.00        1     0.00     0.00  free_timing_graph
  0.00      6.12     0.00        1     0.00     0.00  free_trace_structs
  0.00      6.12     0.00        1     0.00     0.00  free_type_pin_to_track_map
  0.00      6.12     0.00        1     0.00     0.00  free_type_track_to_ipin_map
  0.00      6.12     0.00        1     0.00     0.00  free_unique_pin_list
  0.00      6.12     0.00        1     0.00     0.00  get_delay_normalization_fac
  0.00      6.12     0.00        1     0.00     0.00  get_longest_segment_length
  0.00      6.12     0.00        1     0.00     0.00  get_max_pins_per_net
  0.00      6.12     0.00        1     0.00     0.00  get_seg_track_counts
  0.00      6.12     0.00        1     0.00     0.00  init_draw_coords
  0.00      6.12     0.00        1     0.00     0.00  init_route_structs
  0.00      6.12     0.00        1     0.00     0.00  initial_placement
  0.00      6.12     0.00        1     0.00     0.00  load_route_bb
  0.00      6.12     0.00        1     0.00     0.00  load_rr_indexed_data_base_costs
  0.00      6.12     0.00        1     0.00     0.00  load_simplified_device
  0.00      6.12     0.00        1     0.00     0.00  load_subblock_info_to_type
  0.00      6.12     0.00        1     0.00     0.00  my_srandom
  0.00      6.12     0.00        1     0.00     6.10  place_and_route
  0.00      6.12     0.00        1     0.00     0.00  post_place_sync
  0.00      6.12     0.00        1     0.00     0.00  print_place
  0.00      6.12     0.00        1     0.00     0.01  read_netlist
  0.00      6.12     0.00        1     0.00     0.00  reset_placement
  0.00      6.12     0.00        1     0.00     0.00  restore_original_device
  0.00      6.12     0.00        1     0.00     0.02  rr_graph_externals
  0.00      6.12     0.00        1     0.00     0.00  set_graphics_state
  0.00      6.12     0.00        1     0.00     0.00  setup_chan_width
  0.00      6.12     0.00        1     0.00     0.00  start_hash_table_iterator
  0.00      6.12     0.00        1     0.00     0.00  starting_t

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.16% of 6.12 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.8    0.00    6.11                 main [1]
                0.00    6.10       1/1           place_and_route [2]
                0.00    0.01       1/1           SetupVPR [51]
                0.00    0.00       1/1           PrintTitle [224]
                0.00    0.00       1/1           ReadOptions [233]
                0.00    0.00       1/1           IsTimingEnabled [223]
                0.00    0.00       1/1           CheckOptions [218]
                0.00    0.00       1/1           CheckArch [217]
                0.00    0.00       1/1           CheckSetup [220]
                0.00    0.00       1/1           ShowSetup [246]
                0.00    0.00       1/1           set_graphics_state [321]
                0.00    0.00       1/1           freeArch [285]
-----------------------------------------------
                0.00    6.10       1/1           main [1]
[2]     99.7    0.00    6.10       1         place_and_route [2]
                0.01    6.09       1/1           try_place [3]
                0.00    0.00       1/1           print_place [318]
                0.00    0.00       1/1           post_place_sync [317]
-----------------------------------------------
                0.01    6.09       1/1           place_and_route [2]
[3]     99.7    0.01    6.09       1         try_place [3]
                0.53    4.41  869860/869998      try_swap [4]
                0.00    1.06       1/1           alloc_lookups_and_criticalities [6]
                0.06    0.00     124/124         load_net_slack [27]
                0.00    0.01     511/511         get_mst_of_net [49]
                0.01    0.00      15/15          recompute_bb_cost [50]
                0.00    0.01     138/139         comp_td_costs [56]
                0.00    0.00       1/1           starting_t [60]
                0.00    0.00       1/1           check_place [66]
                0.00    0.00       1/2           comp_bb_cost [65]
                0.00    0.00       1/1           initial_placement [73]
                0.00    0.00     124/124         load_timing_graph_net_delays [166]
                0.00    0.00     123/123         load_criticalities [168]
                0.00    0.00     123/123         update_screen [169]
                0.00    0.00     122/123         get_std_dev [167]
                0.00    0.00     122/122         exit_crit [170]
                0.00    0.00     121/121         update_t [172]
                0.00    0.00     121/121         update_rlim [171]
                0.00    0.00       2/383841      my_malloc [75]
                0.00    0.00       1/2           init_chan [214]
                0.00    0.00       1/1           alloc_and_load_placement_structs [254]
                0.00    0.00       1/1           init_draw_coords [311]
                0.00    0.00       1/1           count_connections [279]
                0.00    0.00       1/1           compute_net_pin_index_values [278]
                0.00    0.00       1/1           free_placement_structs [294]
                0.00    0.00       1/1           free_lookups_and_criticalities [291]
-----------------------------------------------
                0.00    0.00     138/869998      starting_t [60]
                0.53    4.41  869860/869998      try_place [3]
[4]     80.8    0.53    4.41  869998         try_swap [4]
                0.93    1.05  848146/848146      comp_delta_td_cost [5]
                0.91    0.00 12628718/12629702     get_non_updateable_bb [14]
                0.56    0.00  848146/848146      find_affected_nets [16]
                0.44    0.00 15636765/15637785     get_net_cost [21]
                0.14    0.06 3008047/3008047     update_bb [23]
                0.18    0.00  386965/386965      update_td_cost [24]
                0.09    0.01  869998/869998      find_to [25]
                0.01    0.02  848146/848146      assess_swap [35]
                0.01    0.00 1267391/3022684     my_irand [37]
                0.00    0.00       4/383841      my_malloc [75]
-----------------------------------------------
                0.93    1.05  848146/848146      try_swap [4]
[5]     32.4    0.93    1.05  848146         comp_delta_td_cost [5]
                1.05    0.00 25424969/25584958     comp_td_point_to_point_delay [8]
-----------------------------------------------
                0.00    1.06       1/1           try_place [3]
[6]     17.3    0.00    1.06       1         alloc_lookups_and_criticalities [6]
                0.00    1.06       1/1           compute_delay_lookup_tables [7]
                0.00    0.00       1/1           alloc_and_load_timing_graph [257]
                0.00    0.00       1/1           alloc_net_delay [266]
                0.00    0.00       1/1           alloc_crit [263]
-----------------------------------------------
                0.00    1.06       1/1           alloc_lookups_and_criticalities [6]
[7]     17.3    0.00    1.06       1         compute_delay_lookup_tables [7]
                0.00    1.01       1/1           alloc_routing_structs [9]
                0.00    0.05       1/1           compute_delta_arrays [31]
                0.00    0.00       1/1           load_simplified_device [314]
                0.00    0.00       1/1           alloc_and_assign_internal_structures [248]
                0.00    0.00       1/1           setup_chan_width [322]
                0.00    0.00       1/1           get_longest_segment_length [308]
                0.00    0.00       1/1           alloc_delta_arrays [264]
                0.00    0.00       1/1           free_routing_structs [297]
                0.00    0.00       1/1           restore_original_device [320]
                0.00    0.00       1/1           free_and_reset_internal_structures [286]
-----------------------------------------------
                0.01    0.00  159989/25584958     comp_td_costs [56]
                1.05    0.00 25424969/25584958     comp_delta_td_cost [5]
[8]     17.3    1.06    0.00 25584958         comp_td_point_to_point_delay [8]
-----------------------------------------------
                0.00    1.01       1/1           compute_delay_lookup_tables [7]
[9]     16.5    0.00    1.01       1         alloc_routing_structs [9]
                0.00    1.01       1/1           build_rr_graph [10]
                0.00    0.00       1/478         assign_locations [117]
                0.00    0.00       1/1           alloc_route_structs [269]
                0.00    0.00       1/2           free_rr_graph [213]
                0.00    0.00       1/1           alloc_and_load_rr_node_route_structs [255]
                0.00    0.00       1/1           alloc_timing_driven_route_structs [272]
                0.00    0.00       1/1           init_route_structs [312]
-----------------------------------------------
                0.00    1.01       1/1           alloc_routing_structs [9]
[10]    16.5    0.00    1.01       1         build_rr_graph [10]
                0.00    0.98       1/1           alloc_and_load_rr_graph [11]
                0.00    0.02       1/1           rr_graph_externals [36]
                0.00    0.01     121/121         load_sblock_pattern_lookup [55]
                0.00    0.00       1/1           alloc_and_load_rr_node_indices [63]
                0.00    0.00       4/383841      my_malloc [75]
                0.00    0.00       3/3           alloc_and_load_pin_to_track_map [193]
                0.00    0.00       3/3           alloc_and_load_track_to_pin_lookup [194]
                0.00    0.00       2/2           alloc_and_load_actual_fc [208]
                0.00    0.00       2/437         alloc_matrix [134]
                0.00    0.00       2/430         free_matrix [136]
                0.00    0.00       1/1           alloc_and_load_seg_details [256]
                0.00    0.00       1/1           alloc_and_load_perturb_ipins [252]
                0.00    0.00       1/1           alloc_sblock_pattern_lookup [271]
                0.00    0.00       1/1           check_rr_graph [276]
                0.00    0.00       1/1           free_seg_details [301]
                0.00    0.00       1/1           free_sblock_pattern_lookup [300]
                0.00    0.00       1/1           free_type_pin_to_track_map [305]
